3.59	-0.656638
3.6	-0.687896
3.61	-0.719022
3.62	-0.750018
3.63	-0.780884
3.64	-0.811621
3.65	-0.842228
3.66	-0.872707
3.67	-0.903058
3.68	-0.933281
3.69	-0.963378
3.7	-0.993348
3.71	-1.02319
3.72	-1.05291
3.73	-1.0825
3.74	-1.11197
3.75	-1.14132
3.76	-1.17054
3.77	-1.19964
3.78	-1.22862
3.79	-1.25747
3.8	-1.28621
3.81	-1.31482
3.82	-1.34332
3.83	-1.37169
3.84	-1.39994
3.85	-1.42808
3.86	-1.4561
3.87	-1.484
3.88	-1.51179
3.89	-1.53946
3.9	-1.56701
3.91	-1.59445
3.92	-1.62177
3.93	-1.64898
3.94	-1.67607
3.95	-1.70306
3.96	-1.72993
3.97	-1.75668
3.98	-1.78333
3.99	-1.80987
4	-1.83629
4.01	-1.86261
4.02	-1.88882
4.03	-1.91492
4.04	-1.94091
4.05	-1.96679
4.06	-1.99257
4.07	-2.01824
4.08	-2.0438
4.09	-2.06926
4.1	-2.09461
4.11	-2.11986
4.12	-2.14501
4.13	-2.17005
4.14	-2.195
4.15	-2.21983
4.16	-2.24457
4.17	-2.26921
4.18	-2.29375
4.19	-2.31818
4.2	-2.34252
4.21	-2.36676
4.22	-2.3909
4.23	-2.41494
4.24	-2.43889
4.25	-2.46274
4.26	-2.48649
4.27	-2.51015
4.28	-2.53371
4.29	-2.55718
4.3	-2.58056
4.31	-2.60384
4.32	-2.62703
4.33	-2.65013
4.34	-2.67313
4.35	-2.69604
4.36	-2.71887
4.37	-2.7416
4.38	-2.76424
4.39	-2.7868
4.4	-2.80926
4.41	-2.83164
4.42	-2.85393
4.43	-2.87613
4.44	-2.89825
4.45	-2.92028
4.46	-2.94223
4.47	-2.96409
4.48	-2.98586
4.49	-3.00755
4.5	-3.02916
4.51	-3.05069
4.52	-3.07213
4.53	-3.09349
4.54	-3.11477
4.55	-3.13597
4.56	-3.15708
4.57	-3.17812
4.58	-3.19908
4.59	-3.21996
4.6	-3.24076
4.61	-3.26148
4.62	-3.28212
4.63	-3.30269
4.64	-3.32318
4.65	-3.3436
4.66	-3.36394
4.67	-3.3842
4.68	-3.40439
4.69	-3.42451
4.7	-3.44455
4.71	-3.46451
4.72	-3.48441
4.73	-3.50423
4.74	-3.52398
4.75	-3.54366
4.76	-3.56327
4.77	-3.58281
4.78	-3.60227
4.79	-3.62167
4.8	-3.641
4.81	-3.66026
4.82	-3.67945
4.83	-3.69857
4.84	-3.71763
4.85	-3.73662
4.86	-3.75554
4.87	-3.7744
4.88	-3.79319
4.89	-3.81191
4.9	-3.83057
4.91	-3.84917
4.92	-3.8677
4.93	-3.88617
4.94	-3.90457
4.95	-3.92292
4.96	-3.9412
4.97	-3.95942
4.98	-3.97757
4.99	-3.99567
5	-4.0137
5.01	-4.03168
5.02	-4.04959
5.03	-4.06745
5.04	-4.08524
5.05	-4.10298
5.06	-4.12066
5.07	-4.13828
5.08	-4.15584
5.09	-4.17335
5.1	-4.1908
5.11	-4.20819
5.12	-4.22553
5.13	-4.24281
5.14	-4.26004
5.15	-4.27721
5.16	-4.29432
5.17	-4.31139
5.18	-4.3284
5.19	-4.34535
5.2	-4.36226
5.21	-4.37911
5.22	-4.3959
5.23	-4.41265
5.24	-4.42934
5.25	-4.44599
5.26	-4.46258
5.27	-4.47912
5.28	-4.49561
5.29	-4.51206
5.3	-4.52845
5.31	-4.54479
5.32	-4.56109
5.33	-4.57733
5.34	-4.59353
5.35	-4.60968
5.36	-4.62579
5.37	-4.64184
5.38	-4.65785
5.39	-4.67382
5.4	-4.68973
5.41	-4.7056
5.42	-4.72143
5.43	-4.73721
5.44	-4.75295
5.45	-4.76864
5.46	-4.78429
5.47	-4.79989
5.48	-4.81545
5.49	-4.83097
5.5	-4.84644
5.51	-4.86187
5.52	-4.87726
5.53	-4.89261
5.54	-4.90791
5.55	-4.92318
5.56	-4.9384
5.57	-4.95358
5.58	-4.96872
5.59	-4.98382
5.6	-4.99889
5.61	-5.01391
5.62	-5.02889
5.63	-5.04383
5.64	-5.05874
5.65	-5.0736
5.66	-5.08843
5.67	-5.10322
5.68	-5.11797
5.69	-5.13269
5.7	-5.14737
5.71	-5.16201
5.72	-5.17661
5.73	-5.19118
5.74	-5.20571
5.75	-5.22021
5.76	-5.23467
5.77	-5.2491
5.78	-5.26349
5.79	-5.27784
5.8	-5.29216
5.81	-5.30645
5.82	-5.3207
5.83	-5.33492
5.84	-5.34911
5.85	-5.36326
5.86	-5.37738
5.87	-5.39147
5.88	-5.40552
5.89	-5.41955
5.9	-5.43354
5.91	-5.44749
5.92	-5.46142
5.93	-5.47532
5.94	-5.48918
5.95	-5.50301
5.96	-5.51682
5.97	-5.53059
5.98	-5.54433
5.99	-5.55805
6	-5.57173
6.01	-5.58538
6.02	-5.59901
6.03	-5.6126
6.04	-5.62617
6.05	-5.63971
6.06	-5.65321
6.07	-5.6667
6.08	-5.68015
6.09	-5.69357
6.1	-5.70697
6.11	-5.72034
6.12	-5.73369
6.13	-5.747
6.14	-5.76029
6.15	-5.77356
6.16	-5.78679
6.17	-5.80001
6.18	-5.81319
6.19	-5.82635
6.2	-5.83948
6.21	-5.85259
6.22	-5.86568
6.23	-5.87873
6.24	-5.89177
6.25	-5.90478
6.26	-5.91776
6.27	-5.93072
6.28	-5.94366
6.29	-5.95657
6.3	-5.96946
6.31	-5.98233
6.32	-5.99517
6.33	-6.00799
6.34	-6.02078
6.35	-6.03356
6.36	-6.04631
6.37	-6.05904
6.38	-6.07174
6.39	-6.08443
6.4	-6.09709
6.41	-6.10973
6.42	-6.12235
6.43	-6.13495
6.44	-6.14753
6.45	-6.16008
6.46	-6.17262
6.47	-6.18513
6.48	-6.19763
6.49	-6.2101
6.5	-6.22255
6.51	-6.23498
6.52	-6.2474
6.53	-6.25979
6.54	-6.27216
6.55	-6.28452
6.56	-6.29685
6.57	-6.30917
6.58	-6.32147
6.59	-6.33374
6.6	-6.346
6.61	-6.35824
6.62	-6.37047
6.63	-6.38267
6.64	-6.39486
6.65	-6.40702
6.66	-6.41917
6.67	-6.43131
6.68	-6.44342
6.69	-6.45552
6.7	-6.4676
6.71	-6.47966
6.72	-6.49171
6.73	-6.50373
6.74	-6.51575
6.75	-6.52774
6.76	-6.53972
6.77	-6.55168
6.78	-6.56363
6.79	-6.57556
6.8	-6.58747
6.81	-6.59937
6.82	-6.61126
6.83	-6.62312
6.84	-6.63497
6.85	-6.64681
6.86	-6.65863
6.87	-6.67044
6.88	-6.68223
6.89	-6.69401
6.9	-6.70577
6.91	-6.71751
6.92	-6.72925
6.93	-6.74096
6.94	-6.75267
6.95	-6.76436
6.96	-6.77603
6.97	-6.78769
6.98	-6.79934
6.99	-6.81097
7	-6.8226
7.01	-6.8342
7.02	-6.8458
7.03	-6.85738
7.04	-6.86894
7.05	-6.8805
7.06	-6.89204
7.07	-6.90356
7.08	-6.91508
7.09	-6.92658
7.1	-6.93807
7.11	-6.94955
7.12	-6.96101
7.13	-6.97247
7.14	-6.98391
7.15	-6.99534
7.16	-7.00675
7.17	-7.01816
7.18	-7.02955
7.19	-7.04093
7.2	-7.0523
7.21	-7.06366
7.22	-7.07501
7.23	-7.08634
7.24	-7.09767
7.25	-7.10898
7.26	-7.12028
7.27	-7.13157
7.28	-7.14285
